"inst","name","city","uint"
"University of Oxford","Andreas Pieris","Oxford","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Norman W. Paton","EMPTY","1.702127659574468"
"USA London Imperial College, London, United Kingdom","Daniela Florescu","EMPTY","1.702127659574468"
"EMPTY","Tristan Snowsill","EMPTY","1.702127659574468"
"Department of Computer Science, University of British Columbia, 201-2366 Main Mall, Vancouver, BC, Canada V6T 1Z4","Andrea Cal","EMPTY","1.702127659574468"
"EMPTY","Ruy Ley-Wild","EMPTY","1.702127659574468"
"EMPTY","Jan vandenBerg","Grays","1.702127659574468"
"EMPTY","Thomas Rlleke","Ithaca","1.702127659574468"
"University of Edinburgh","Xin Xu","EMPTY","1.702127659574468"
"EMPTY","Emmanuel Waller","Oxford","1.702127659574468"
"NAS Division, NASA Ames Research Center, Moffett Field, CA, USA","Perdita Stevens","Mountain View","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Vassilis Christophides","London","1.702127659574468"
"University of Milano, Milano, Italy","Philippa Gardner","EMPTY","1.702127659574468"
"Graduate School of Engineering, University of Tokyo, 1-1-2 Otemachi, Chiyoda-ku, Tokyo, Japan","EMPTY","EMPTY","1.702127659574468"
"AxSys Technology Ltd, Glasgow Airport Business Park, Paisley, PA3 2SJ Scotland, UK","Mark A. Girolami","EMPTY","1.702127659574468"
"Microsoft","Stefan Krompass","EMPTY","1.702127659574468"
"Joint Research Institute for Signal and Image Processing, School of Engineering and Physical Sciences, Heriot-Watt University, Edinburgh EH14 4AS, U.K.","Maurizio Lenzerini","EMPTY","1.702127659574468"
"EMPTY","Alvaro A. A. Fernandes","EMPTY","1.702127659574468"
"CSIRO, Hobart, Australia","Heiko Mller 0001","EMPTY","1.702127659574468"
"EMPTY","Le Gruenwald","Grays","1.702127659574468"
"Microsoft","Michael J. Zwilling","Grays","1.702127659574468"
"EMPTY","Henry F. Korth","Newcastle Upon Tyne","1.702127659574468"
"University of London, London","Sihem Amer-Yahia","EMPTY","1.702127659574468"
"Microsoft","Kai-Uwe Sattler","EMPTY","1.702127659574468"
"EMPTY","Ani Thakar","EMPTY","1.702127659574468"
"EMPTY","Giorgos Kokkinidis","London","1.702127659574468"
"University of Edinburgh & Bell Laboratories, Edinburgh, Scotland UK","EMPTY","EMPTY","1.702127659574468"
"EMPTY","Florent Nicart","Bristol","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Javier Gonzlez 0006","EMPTY","1.702127659574468"
"Microsoft","David T. Liu","EMPTY","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Andrew Eisenberg","EMPTY","1.702127659574468"
"EMPTY","Georg Gottlob","London","1.702127659574468"
"EMPTY","Florian Waas","Grays","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Minos N. Garofalakis","EMPTY","1.702127659574468"
"Lucent Bell Laboratories, Murray Hill, NJ","Peter Buneman","EMPTY","1.702127659574468"
"Signal Processing Laboratory, Department of Engineering, University of Cambridge, Cambridge, UK","George M. Mohay","Cambridge","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Philippe Bonnet","Oxford","1.702127659574468"
"EMPTY","Philip A. Bernstein","EMPTY","1.702127659574468"
"EMPTY","Rajendra Bose","Edinburgh","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Morris Sloman","London","1.702127659574468"
"UK Oracle Corporation, London, United Kingdom","Michael Benedikt","London","1.702127659574468"
"Institute of Computer Science, Heraklion, Greece","Peter Buneman","EMPTY","1.702127659574468"
"CSIRO ICT Centre, Hobart, Tasmania","Heiko Mller 0001","Hobart","1.702127659574468"
"EMPTY","Cliff B. Jones","Newcastle upon Tyne","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","George Samaras","London","1.702127659574468"
"EMPTY","Xin Zhou","EMPTY","1.702127659574468"
"Signal Processing Laboratory, Department of Engineering, University of Cambridge, Cambridge, UK","Erik Meijer 0001","Cambridge","1.702127659574468"
"University of Southampton, Southampton, UK","EMPTY","EMPTY","1.702127659574468"
"University of Aberdeen, Computing Science, Aberdeen, UK","Fernando Silva Parreiras","Aberdeen","1.702127659574468"
"EMPTY","David J. DeWitt","EMPTY","1.702127659574468"
"School of Mathematics and Statistics, Newcastle University, Newcastle upon Tyne NE1 7RU, UK","Rogrio de Lemos","EMPTY","1.702127659574468"
"AT&T Labs Research, Florham Park, NJ","Mounia Lalmas","EMPTY","1.702127659574468"
"University of California, Davis","James Cheney","EMPTY","1.702127659574468"
"EMPTY","EMPTY","King of Prussia","1.702127659574468"
"Univ. of Newcastle upon Tyne, Newcastle upon Tyne, UK","David B. Lomet","EMPTY","1.702127659574468"
"EMPTY","Matias Bjrling","Oxford","1.702127659574468"
"Indian Institute of Technology, Bombay, India","Alexander B. Romanovsky","EMPTY","1.702127659574468"
"Oxford University, Oxford, United Kingdom","Emmanuel Waller","EMPTY","1.702127659574468"
"University of Edinburgh & Bell Laboratories, Edinburgh, United Kingdom","Philip Bohannon","Edinburgh","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Neoklis Polyzotis","Edinburgh","1.702127659574468"
"University of Oxford, Oxford, United Kingdom","Lyublena Antova","EMPTY","1.702127659574468"
"EMPTY","Michael Rys","EMPTY","1.702127659574468"
"Oxford University, Oxford, United Kngdm","Ruy Ley-Wild","Oxford","1.702127659574468"
"University of Manchester","Omar Boucelma","Manchester","1.702127659574468"
"EMPTY","EMPTY","Mumbai","1.702127659574468"
"UK Oracle Corporation, London, United Kingdom","Michael Benedikt","EMPTY","1.702127659574468"
"EMPTY","Vanja Josifovski","EMPTY","1.702127659574468"
"EMPTY","Perdita Stevens","Darmstadt","1.702127659574468"
"Microsoft","Meikel Poess","Grays","1.702127659574468"
"EMPTY","Mark A. Girolami","Glasgow","1.702127659574468"
"EMPTY","Davide Martinenghi","Oxford","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Tim Kraska","EMPTY","1.702127659574468"
"University of Edinburgh, Edinburgh, United Kingdom","Xin Wang 0064","EMPTY","1.702127659574468"
"University of Southampton","Ian T. Foster","EMPTY","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Andrew Hogue","Oxford","1.702127659574468"
"EMPTY","Milena Ivanova","EMPTY","1.702127659574468"
"University of Edinburgh & Bell Laboratories, Edinburgh, Scotland UK","EMPTY","Edinburgh","1.702127659574468"
"University of Manchester, Manchester, United Kingdom","Paolo Missier","EMPTY","1.702127659574468"
"Microsoft","Asvin Ananthanarayan","EMPTY","1.702127659574468"
"University of Manchester, Manchester, UK","Mario Antonioletti","EMPTY","1.702127659574468"
"Lucent Bell Laboratories, Murray Hill, NJ","EMPTY","New Providence","1.702127659574468"
"EMPTY","Stratis Viglas","Ithaca","1.702127659574468"
"EMPTY","Alexander B. Romanovsky","Saarbrücken","1.702127659574468"
"EMPTY","Martin Grohe","EMPTY","1.702127659574468"
"University of Southampton","Rajendra Bose","Southampton","1.702127659574468"
"Oxford University, Oxford, United Kingdom","Michael Benedikt","Oxford","1.702127659574468"
"Cornell University","Thomas Rlleke","Ithaca","1.702127659574468"
"EMPTY","Alexander B. Romanovsky","Chatham Maritime","1.702127659574468"
"EMPTY","Philippa Gardner","Milan","1.702127659574468"
"University of Milano, Milano, Italy","Philippa Gardner","Milan","1.702127659574468"
"Microsoft","Le Gruenwald","Grays","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Xin Zhou","EMPTY","1.702127659574468"
"University of Bristol, Bristol, United Kingdom","Tijl De Bie","EMPTY","1.702127659574468"
"Microsoft","Peter Z. Kunszt","Grays","1.702127659574468"
"ETH Zurich, Zurich, Switzerland","EMPTY","EMPTY","1.702127659574468"
"The University of Manchester, Manchester, United Kingdom","Lu Mao","Manchester","1.702127659574468"
"Department of Electrical Engineering, University of Washington, Seattle, WA","Stratis Viglas","EMPTY","1.702127659574468"
"EMPTY","Alexandra Poulovassilis","Orsay","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Laks V. S. Lakshmanan","Oxford","1.702127659574468"
"EMPTY","Ilias N. Flaounas","EMPTY","1.702127659574468"
"EMPTY","EMPTY","Davis","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Rajeev Rastogi","Edinburgh","1.702127659574468"
"University of Edinburgh, Edinburgh, United Kngdm","Peter Buneman","Edinburgh","1.702127659574468"
"University of Athens (NKUA), Athens, Greece","EMPTY","Athens","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Laks V. S. Lakshmanan","EMPTY","1.702127659574468"
"EMPTY","Omar Boucelma","Manchester","1.702127659574468"
"EMPTY","Marie-Claude Gaudel","Newcastle Upon Tyne","1.702127659574468"
"Microsoft","M. Tamer zsu","Grays","1.702127659574468"
"EMPTY","George Loizou","EMPTY","1.702127659574468"
"University of Edinburgh","Gao Cong","Edinburgh","1.702127659574468"
"University of Edinburgh","Ian T. Foster","EMPTY","1.702127659574468"
"University of Edinburgh, Edinburgh, Scotland, UK","EMPTY","EMPTY","1.702127659574468"
"Oxford University, Oxford, United Kingdom","Marco Mesiti","EMPTY","1.702127659574468"
"EMPTY","Florian M. Waas","EMPTY","1.702127659574468"
"EMPTY","Ravi Rajwar","Newcastle upon Tyne","1.702127659574468"
"University of Edinburgh & Bell Laboratories, Edinburgh, United Kingdom","EMPTY","Edinburgh","1.702127659574468"
"University of London, London","Mounia Lalmas","London","1.702127659574468"
"EMPTY","Wenjun Yuan","Cambridge","1.702127659574468"
"EMPTY","Richard L. Cole","EMPTY","1.702127659574468"
"Technische Universität Darmstadt, FG Integrierte Elektronische Systeme, Research Group on Microelectronic Systems, Merckstrasse 25, D-64283 Darmstadt, Germany","EMPTY","EMPTY","1.702127659574468"
"CSIRO ICT Centre, Hobart, Tasmania","Peter Buneman","Hobart","1.702127659574468"
"USA London Imperial College, London, United Kingdom","Marco Mesiti","EMPTY","1.702127659574468"
"Japan Advanced Institute of Science and Technology","Peter Buneman","Nomi","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Yu Xu","EMPTY","1.702127659574468"
"Microsoft","Jan vandenBerg","EMPTY","1.702127659574468"
"EMPTY","Paolo Missier","Manchester","1.702127659574468"
"EMPTY","Philip A. Bernstein","Grays","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","David Koop","Oxford","1.702127659574468"
"EMPTY","James E. Dobson","EMPTY","1.702127659574468"
"AT&T Labs-Research, Florham Park, NJ, USA","Thomas Rlleke","Florham Park","1.702127659574468"
"AT&T Labs-Research, Florham Park, NJ, USA","Thomas Roelleke","Florham Park","1.702127659574468"
"EMPTY","Andrew Eisenberg","EMPTY","1.702127659574468"
"EMPTY","Davide Martinenghi","EMPTY","1.702127659574468"
"University of Kent","Alan D. Fekete","Chatham Maritime","1.702127659574468"
"Institute of Computer Science, Heraklion, Greece","Peter Buneman","Iraklion","1.702127659574468"
"University of Bristol, Bristol, United Kingdom","EMPTY","Bristol","1.702127659574468"
"University of Michigan, Ann Arbor, MI","James Cheney","EMPTY","1.702127659574468"
"University of Manchester, Manchester, UK","Jim Melton","EMPTY","1.702127659574468"
"University of California, Davis","James Cheney","Davis","1.702127659574468"
"EMPTY","Anthony K. H. Tung","Edinburgh","1.702127659574468"
"EMPTY","Jakob Henriksson","Aberdeen","1.702127659574468"
"Microsoft Research, Cambridge, UK","Wenjun Yuan","Cambridge","1.702127659574468"
"Oxford University, Oxford, United Kingdom","Giovanna Guerrini","Oxford","1.702127659574468"
"University of Edinburgh, Edinburgh, UK","Susan Malaika","EMPTY","1.702127659574468"
"University of Edinburgh & Bell Laboratories, Edinburgh, United Kingdom","Wenfei Fan","Edinburgh","1.702127659574468"
"EMPTY","Mario Antonioletti","Reading","1.702127659574468"
"Semmle Ltd., Oxford, United Kingdom","Pavel Avgustinov","Oxford","1.702127659574468"
"Signal Processing Laboratory, Department of Engineering, University of Cambridge, Cambridge, UK","Alison Anderson","Cambridge","1.702127659574468"
"Oracle Corp, Thames Valley Park, Reading, UK","EMPTY","Reading","1.702127659574468"
"Univ. of Newcastle upon Tyne, Newcastle upon Tyne, UK","Brian Randell","Newcastle Upon Tyne","1.702127659574468"
"ETH Zurich, Zurich, Switzerland","Thomas Heinis","Zurich","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Liang Chen","London","1.702127659574468"
"INRIA Futurs, 91405 Orsay, France","Alexander B. Romanovsky","Orsay","1.702127659574468"
"Max Plank Institute, Germany","EMPTY","EMPTY","1.702127659574468"
"The University of Manchester, Manchester, United Kingdom","Norman W. Paton","EMPTY","1.702127659574468"
"EMPTY","Byron Choi","EMPTY","1.702127659574468"
"Oxford University, Oxford, United Kingdom","Daniela Florescu","EMPTY","1.702127659574468"
"UC Santa Cruz, Santa Cruz, CA","Peter Buneman","Santa Cruz","1.702127659574468"
"Tel Aviv University, School of Computer Science, 69978, Tel Aviv, Israel","Leonid Libkin","EMPTY","1.702127659574468"
"Microsoft","Michael Seibold","Grays","1.702127659574468"
"School of Mathematics and Statistics, Newcastle University, Newcastle upon Tyne NE1 7RU, UK","David B. Lomet","EMPTY","1.702127659574468"
"University of London, London","EMPTY","EMPTY","1.702127659574468"
"EMPTY","Christoph Koch 0001","Oxford","1.702127659574468"
"University of Bristol, Bristol, United Kingdom","Florent Nicart","EMPTY","1.702127659574468"
"Foundation for Research and Technology-Hellas (FORTH), Institute of Computer Science, Vassilika Vouton, GR-71300, Heraklion, Crete, Greece","George Loizou","Iraklion","1.702127659574468"
"EMPTY","Juliana Freire","Oxford","1.702127659574468"
"Department of Computing Science, University of Glasgow, G12 8QQ, Glasgow, UK","Mark A. Girolami","Glasgow","1.702127659574468"
"EMPTY","Emmanuel Waller","EMPTY","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Cong Yu 0001","EMPTY","1.702127659574468"
"EMPTY","Alvaro A. A. Fernandes","Manchester","1.702127659574468"
"Learning Research and Development Center, University of Pittsburgh, 3939 O'Hara St., Pittsburgh, PA 15260, USA. E-mail: forbesk@cs.pitt.edu","Morris Sloman","Pittsburgh","1.702127659574468"
"EMPTY","Zhan Cui","EMPTY","1.702127659574468"
"UC Santa Cruz, Santa Cruz, CA","Peter Buneman","EMPTY","1.702127659574468"
"EMPTY","Mario Antonioletti","Manchester","1.702127659574468"
"EMPTY","Alexander B. Romanovsky","Almaty","1.702127659574468"
"UK Oracle Corporation, London, United Kingdom","Marco Mesiti","EMPTY","1.702127659574468"
"EMPTY","EMPTY","Lisbon","1.702127659574468"
"EMPTY","Kai-Uwe Sattler","EMPTY","1.702127659574468"
"CSIRO, Hobart, Australia","Peter Buneman","EMPTY","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Dimitris Tsirogiannis","EMPTY","1.702127659574468"
"EMPTY","Philippa Gardner","Paris","1.702127659574468"
"EMPTY","Shin Zhang","EMPTY","1.702127659574468"
"Université de Rouen, Saint-Étienne-du-Rouvray, France","Nello Cristianini","EMPTY","1.702127659574468"
"EMPTY","Marco Turchi","EMPTY","1.702127659574468"
"Oracle Corp, Thames Valley Park, Reading, UK","Amy Krause","Reading","1.702127659574468"
"Monash University, Caulfield East, Melbourne, Victoria, 3145, Australia","EMPTY","EMPTY","1.702127659574468"
"EMPTY","EMPTY","New Providence","1.702127659574468"
"Learning Research and Development Center, University of Pittsburgh, 3939 O'Hara St., Pittsburgh, PA 15260, USA. E-mail: forbesk@cs.pitt.edu","Morris Sloman","EMPTY","1.702127659574468"
"EMPTY","EMPTY","Liverpool","1.702127659574468"
"School of Mathematics and Statistics, Newcastle University, Newcastle upon Tyne NE1 7RU, UK","J. Eliot B. Moss","Newcastle upon Tyne","1.702127659574468"
"Australian Centre for Field Robotics, University of Sydney, Sydney, Australia 2006","EMPTY","EMPTY","1.702127659574468"
"University of Edinburgh, Edinburgh, United Kingdom","Stratis Viglas","EMPTY","1.702127659574468"
"EMPTY","Anton Kirilov","Grays","1.702127659574468"
"Univ. of Newcastle upon Tyne, Newcastle upon Tyne, UK","Cliff B. Jones","EMPTY","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","George Loizou","London","1.702127659574468"
"The University of Manchester, Manchester, United Kingdom","Cornelia Hedeler","Manchester","1.702127659574468"
"EMPTY","Joel A. Granados","Oxford","1.702127659574468"
"Department of Electrical Engineering, University of Washington, Seattle, WA","EMPTY","EMPTY","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Xin Zhou","London","1.702127659574468"
"EMPTY","Wenyuan Yu","Edinburgh","1.702127659574468"
"EMPTY","Robin McEntire","EMPTY","1.702127659574468"
"University of Massachusetts, Department of Electrical and Computer Engineering, Amherst, MA 01003, USA","Alexander B. Romanovsky","EMPTY","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Giorgos Kokkinidis","London","1.702127659574468"
"University of Oxford & Utrecht University, Oxford, United Kingdom","Oege de Moor","EMPTY","1.702127659574468"
"University of Kent","Henry F. Korth","EMPTY","1.702127659574468"
"University of Kent","Gerhard Weikum","Chatham Maritime","1.702127659574468"
"The University of Manchester, Manchester, UK","Carole A. Goble","Manchester","1.702127659574468"
"EMPTY","Mara A. Nieto-Santisteban","EMPTY","1.702127659574468"
"SINTEF Information and Communication Technology, Oslo, Norway","EMPTY","EMPTY","1.702127659574468"
"University of Edinburgh & Bell Laboratories, Edinburgh, Scotland UK","Wenfei Fan","Edinburgh","1.702127659574468"
"EMPTY","Brian Beckman","Grays","1.702127659574468"
"Univ. of Newcastle upon Tyne, Newcastle upon Tyne, UK","J. Eliot B. Moss","Newcastle Upon Tyne","1.702127659574468"
"EMPTY","Vassilis Christophides","Edinburgh","1.702127659574468"
"Microsoft Research, Cambridge, UK","Fabian M. Suchanek","EMPTY","1.702127659574468"
"EMPTY","EMPTY","Washington","1.702127659574468"
"Microsoft","Mohamed H. Ali","Grays","1.702127659574468"
"University of Southampton","Rajendra Bose","EMPTY","1.702127659574468"
"CSIRO, Hobart, Australia","EMPTY","Hobart","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Amy Krause","EMPTY","1.702127659574468"
"Microsoft","Alfons Kemper","Grays","1.702127659574468"
"University of Kent","Alan D. Fekete","EMPTY","1.702127659574468"
"University of Cyprus, Nicosia","George Loizou","Nicosia","1.702127659574468"
"University of Edinburgh, Edinburgh, Scotland, UK","Martin Grohe","EMPTY","1.702127659574468"
"EMPTY","Keishi Tajima","EMPTY","1.702127659574468"
"Birkbeck, University of London","Andreas Pieris","EMPTY","1.702127659574468"
"EMPTY","Simon Laws","Reading","1.702127659574468"
"INRIA Futurs, 91405 Orsay, France","George Loizou","Orsay","1.702127659574468"
"EMPTY","Thomas Lukasiewicz","London","1.702127659574468"
"School of Mathematics and Statistics, Newcastle University, Newcastle upon Tyne NE1 7RU, UK","Rogrio de Lemos","Newcastle upon Tyne","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Nicolas Spyratos","EMPTY","1.702127659574468"
"Department of Computing Science, University of Glasgow, G12 8QQ, Glasgow, UK","EMPTY","EMPTY","1.702127659574468"
"EMPTY","Mounia Lalmas","London","1.702127659574468"
"University of Edinburgh, Edinburgh, UK","Jim Melton","EMPTY","1.702127659574468"
"Microsoft","Jan vandenBerg","Grays","1.702127659574468"
"EMPTY","Mark C. Little","EMPTY","1.702127659574468"
"EMPTY","Peter Z. Kunszt","EMPTY","1.702127659574468"
"Australian Centre for Field Robotics, University of Sydney, Sydney, Australia 2006","Alexander B. Romanovsky","University of Sydney","1.702127659574468"
"EMPTY","Nicolas Spyratos","London","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Michael Flaster","Edinburgh","1.702127659574468"
"Oracle Corp, Thames Valley Park, Reading, UK","EMPTY","EMPTY","1.702127659574468"
"EMPTY","Minos N. Garofalakis","Edinburgh","1.702127659574468"
"EMPTY","Thomas Rlleke","Washington","1.702127659574468"
"Univ. of Newcastle upon Tyne, Newcastle upon Tyne, UK","Marie-Claude Gaudel","Newcastle Upon Tyne","1.702127659574468"
"EMPTY","EMPTY","Fairfax","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Jim Melton","EMPTY","1.702127659574468"
"CSIRO, Hobart, Australia","Peter Buneman","Hobart","1.702127659574468"
"EMPTY","M. Tamer zsu","EMPTY","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Nancy Hall","EMPTY","1.702127659574468"
"INRIA Futurs, 91405 Orsay, France","George Loizou","EMPTY","1.702127659574468"
"University of Manchester, Manchester, UK","Andrew Eisenberg","Manchester","1.702127659574468"
"EMPTY","Jizhou Luo","Edinburgh","1.702127659574468"
"Department of Computer Science, The University of Liverpool, Ashton Street, L69 3BX Liverpool, UK","EMPTY","Liverpool","1.702127659574468"
"University of Edinburgh, UK","EMPTY","EMPTY","1.702127659574468"
"Tel Aviv University, School of Computer Science, 69978, Tel Aviv, Israel","Leonid Libkin","Tel Aviv","1.702127659574468"
"School of Mathematics and Statistics, Newcastle University, Newcastle upon Tyne NE1 7RU, UK","Alexander B. Romanovsky","Newcastle upon Tyne","1.702127659574468"
"EMPTY","Alexander B. Romanovsky","Orsay","1.702127659574468"
"EMPTY","Philippa Gardner","Oxford","1.702127659574468"
"AxSys Technology Ltd, Glasgow Airport Business Park, Paisley, PA3 2SJ Scotland, UK","Fabio Crestani","EMPTY","1.702127659574468"
"EMPTY","EMPTY","Ispra","1.702127659574468"
"University of Bristol, Bristol, United Kingdom","Tristan Snowsill","Bristol","1.702127659574468"
"Microsoft","Philip A. Bernstein","Grays","1.702127659574468"
"EMPTY","Thomas Neumann 0001","Grays","1.702127659574468"
"Univ. of Newcastle upon Tyne, Newcastle upon Tyne, UK","Krithi Ramamritham","EMPTY","1.702127659574468"
"Birkbeck, University of London","EMPTY","EMPTY","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Dave Pearson","EMPTY","1.702127659574468"
"Department of Electrical and Computer Engineering, Lehigh University, Bethlehem, PA","Alexander B. Romanovsky","Bethlehem","1.702127659574468"
"EMPTY","Le Gruenwald","EMPTY","1.702127659574468"
"UC Santa Cruz, Santa Cruz, CA","EMPTY","Santa Cruz","1.702127659574468"
"University of Edinburgh, Edinburgh, United Kingdom","James Cheney","EMPTY","1.702127659574468"
"Signal Processing Laboratory, Department of Engineering, University of Cambridge, Cambridge, UK","Olivier Y. de Vel","Cambridge","1.702127659574468"
"University of Edinburgh, Edinburgh, United Kngdm","Ioannis Koltsidas","Edinburgh","1.702127659574468"
"UK Oracle Corporation, London, United Kingdom","Philippa Gardner","EMPTY","1.702127659574468"
"Microsoft","Kathryn S. McKinley","Grays","1.702127659574468"
"Microsoft","Gavin M. Bierman","EMPTY","1.702127659574468"
"EMPTY","David De Roure","Manchester","1.702127659574468"
"EMPTY","Gerhard Weikum","Newcastle Upon Tyne","1.702127659574468"
"EMPTY","David B. Lomet","Newcastle Upon Tyne","1.702127659574468"
"Birkbeck, University of London","Georg Gottlob","EMPTY","1.702127659574468"
"EMPTY","Michael Benedikt","London","1.702127659574468"
"University of Michigan, Ann Arbor, MI","EMPTY","EMPTY","1.702127659574468"
"Oxford University, Oxford, United Kngdm","Ruy Ley-Wild","EMPTY","1.702127659574468"
"UK Oracle Corporation, London, United Kingdom","Giovanna Guerrini","London","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Dennis E. Shasha","EMPTY","1.702127659574468"
"University of Manchester","Silvana Castano","Manchester","1.702127659574468"
"University of Aberdeen, United Kingdom","Paolo Missier","EMPTY","1.702127659574468"
"University of Edinburgh","Kian-Lee Tan","EMPTY","1.702127659574468"
"Signal Processing Laboratory, Department of Engineering, University of Cambridge, Cambridge, UK","Erik Meijer 0001","EMPTY","1.702127659574468"
"EMPTY","Daniela Florescu","Grays","1.702127659574468"
"Oxford University, Oxford, United Kingdom","Jiewen Huang","Oxford","1.702127659574468"
"University of Aberdeen, Computing Science, Aberdeen, UK","EMPTY","Aberdeen","1.702127659574468"
"EMPTY","Thomas Roelleke","Enschede","1.702127659574468"
"University of Athens (NKUA), Athens, Greece","EMPTY","EMPTY","1.702127659574468"
"Dipartimento di Scienze Chimiche, Fisiche e Matematiche, Universita' dell'Insubria, Via Valleggio, 11, 22100 Como, Italy","EMPTY","Como","1.702127659574468"
"Indianna University School of Informatics and Center for Information Science and Technology, Temple University","EMPTY","EMPTY","1.702127659574468"
"University of Kent","Alexander B. Romanovsky","Chatham Maritime","1.702127659574468"
"EMPTY","Andrea Cal","London","1.702127659574468"
"University of Southampton","Luc Moreau 0001","Southampton","1.702127659574468"
"Institute of Computer Science, Heraklion, Greece","EMPTY","Iraklion","1.702127659574468"
"Signal Processing Laboratory, Department of Engineering, University of Cambridge, Cambridge, UK","Brian Beckman","EMPTY","1.702127659574468"
"Tel Aviv University, School of Computer Science, 69978, Tel Aviv, Israel","EMPTY","Tel Aviv","1.702127659574468"
"EMPTY","Robert Stevens 0001","Manchester","1.702127659574468"
"EMPTY","Anastasios Kementsietsidis","EMPTY","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Swaroop Rath","EMPTY","1.702127659574468"
"Microsoft","Raghunath Othayoth Nambiar","EMPTY","1.702127659574468"
"Joint Research Institute for Signal and Image Processing, School of Engineering and Physical Sciences, Heriot-Watt University, Edinburgh EH14 4AS, U.K.","Dan Suciu","Currie","1.702127659574468"
"Oxford University, Oxford, United Kingdom","Emmanuel Waller","Oxford","1.702127659574468"
"University of Manchester, Manchester, UK","Norman W. Paton","Manchester","1.702127659574468"
"UK Oracle Corporation, London, United Kingdom","EMPTY","EMPTY","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Neoklis Polyzotis","EMPTY","1.702127659574468"
"Swiss Federal Institute of Technology, ETH Zentrum, Zurich, Switzerland","EMPTY","Zurich","1.702127659574468"
"EMPTY","Brian Beckman","Cambridge","1.702127659574468"
"University of Wisconsin","EMPTY","EMPTY","1.702127659574468"
"EMPTY","Nancy Hall","Oxford","1.702127659574468"
"School of Mathematics and Statistics, Newcastle University, Newcastle upon Tyne NE1 7RU, UK","Cliff B. Jones","Newcastle upon Tyne","1.702127659574468"
"EMPTY","Rogrio de Lemos","Newcastle upon Tyne","1.702127659574468"
"EMPTY","Xin Xu","EMPTY","1.702127659574468"
